Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor
Falla,850,2025-02-27,3654,430.81,25.0,X12,S4HANA,Sin respuesta,1022.29,OFTP,Legacy,Media,Formato no soportado,Sí,No,SIMTEL
Falla,862,2025-10-21,26632,368.3,40.0,X12,R/3,Error de autenticación,726.16,SFTP,Legacy,Alta,Fallo en unidades de medida,No,Sí,SIMTEL
Éxito,856,2025-02-28,21181,611.62,5.0,EDIFACT,S4HANA,Sin respuesta,974.11,FTPS,Legacy,Media,Falta un campo mandatorio,Sí,Sí,EPICOR
Éxito,810,2025-05-18,21198,493.84,4.0,EDIFACT,R/3,Sin respuesta,1409.55,API,SAP,Alta,Formato no soportado,No,Sí,VAN
Éxito,856,2025-10-06,22377,623.98,44.0,EDIFACT,410,Error de autenticación,974.37,AS2,WEBEDI,Media,Fallo en unidades de medida,No,Sí,SAP
Éxito,810,2025-07-07,7797,433.48,,X12,410,Formato inválido,806.21,SFTP,SAP,Media,Desincronización de reloj,No,Sí,SAP
Éxito,862,2025-10-05,4084,610.87,15.0,EDIFACT,R/3,Timeout,801.25,FTPS,SAP,Alta,Fallo en unidades de medida,Sí,No,VAN
Éxito,850,2025-01-22,29784,640.75,13.0,X12,ECC6.0,Desincronización de reloj,1396.16,SFTP,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,LEGACY
Éxito,830,2025-08-14,29945,475.8,33.0,X12,410,Error de autenticación,1885.84,SFTP,SAP,Baja,Desincronización de reloj,No,Sí,SAP
Éxito,856,2025-10-07,4544,530.86,5.0,X12,SAP PI,Formato inválido,1174.64,API,SAP,Alta,Duplicado,No,Sí,EPICOR
Éxito,810,2025-04-22,29090,383.88,6.0,EDIFACT,SAP PI,Sin respuesta,1132.79,OFTP,SAP,Alta,Desincronización de reloj,Sí,No,SIMTEL
Falla,862,2025-08-06,25454,386.4,45.0,EDIFACT,R/3,Timeout,1202.96,API,WEBEDI,Media,Duplicado,No,Sí,SAP
Falla,830,2025-02-22,23864,531.73,25.0,EDIFACT,,Sin respuesta,531.09,OFTP,WEBEDI,Baja,Error de autenticación,Sí,Sí,VAN
Falla,862,2025-12-01,13537,445.98,25.0,EDIFACT,SAP PI,Timeout,1200.98,OFTP,Legacy,Media,Duplicado,Sí,Sí,LEGACY
Éxito,850,2025-05-07,19054,524.07,10.0,X12,410,Timeout,1402.55,API,SAP,Baja,Fallo en unidades de medida,Sí,No,SEEBURGER
Falla,830,2025-06-02,21147,516.38,,X12,S4HANA,Formato inválido,1273.22,API,SAP,Alta,Error de autenticación,No,Sí,SEEBURGER
Éxito,830,2025-01-17,8537,565.25,3.0,EDIFACT,S4HANA,Error de autenticación,1343.41,OFTP,SAP,Alta,Error de autenticación,Sí,Sí,SEEBURGER
Éxito,830,2025-08-19,17537,552.97,29.0,EDIFACT,410,Formato inválido,1134.23,AS2,VAN,Baja,Desincronización de reloj,No,Sí,SEEBURGER
Falla,810,2025-05-15,8227,592.06,29.0,EDIFACT,ECC6.0,Error de autenticación,633.83,SFTP,SAP,Alta,Mal encoding,No,Sí,EPICOR
Éxito,830,2025-06-28,5523,522.7,43.0,X12,R/3,Formato inválido,1012.35,API,SAP,Media,Documento parcialmente transmitido,Sí,No,SEEBURGER
Falla,862,2025-02-14,9893,530.73,24.0,EDIFACT,410,Timeout,1393.87,API,SAP,Media,Desincronización de reloj,No,Sí,SAP
Falla,810,2025-08-13,19775,499.79,24.0,X12,S4HANA,Formato inválido,1323.23,API,WEBEDI,Baja,Documento parcialmente transmitido,No,Sí,LEGACY
Falla,830,2025-03-02,26088,604.97,25.0,X12,,,1307.11,FTPS,SAP,Media,Certificado expirado,Sí,No,EPICOR
Éxito,862,2025-05-02,23056,684.04,47.0,EDIFACT,ECC6.0,Error de autenticación,1389.88,API,Legacy,Media,Duplicado,Sí,Sí,VAN
Falla,862,2025-04-18,11669,574.97,49.0,EDIFACT,SAP PI,Error de autenticación,1334.48,OFTP,SAP,Media,Fallo en unidades de medida,No,Sí,LEGACY
Éxito,856,2025-10-29,16604,549.75,37.0,EDIFACT,S4HANA,Formato inválido,1477.55,OFTP,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,EPICOR
Falla,862,2025-12-19,27402,478.27,5.0,EDIFACT,ECC6.0,Timeout,1397.77,SFTP,SAP,Baja,Falta un campo mandatorio,No,Sí,EPICOR
Falla,850,2025-06-29,32068,524.3,11.0,EDIFACT,410,Timeout,1619.08,API,SAP,Baja,Duplicado,No,Sí,SIMTEL
Falla,830,2025-12-30,29448,460.5,40.0,EDIFACT,,Sin respuesta,1433.11,API,SAP,Baja,Duplicado,No,Sí,VAN
Éxito,830,2025-11-09,13763,438.41,43.0,EDIFACT,,Formato inválido,1184.09,API,VAN,Baja,Fallo en unidades de medida,Sí,Sí,SIMTEL
Éxito,830,2025-11-20,14708,480.38,22.0,EDIFACT,R/3,Sin respuesta,1572.34,API,VAN,Media,Desincronización de reloj,No,Sí,VAN
Éxito,862,2025-08-08,8165,678.96,15.0,X12,S4HANA,Timeout,1554.82,OFTP,VAN,Alta,Formato no soportado,No,Sí,VAN
Falla,862,2025-03-26,25192,491.52,9.0,EDIFACT,S4HANA,,1329.55,SFTP,Legacy,Baja,Mal encoding,No,Sí,SEEBURGER
Falla,830,2025-11-12,24128,662.34,6.0,EDIFACT,ECC6.0,Error de autenticación,1498.2,API,WEBEDI,Media,Mal encoding,Sí,No,VAN
Éxito,810,2025-03-13,5057,402.79,26.0,EDIFACT,410,Error de autenticación,1165.34,API,SAP,Baja,Desincronización de reloj,No,Sí,SIMTEL
Éxito,810,2025-04-16,8805,513.9,6.0,X12,ECC6.0,Desincronización de reloj,925.22,AS2,VAN,Baja,Error de autenticación,Sí,Sí,SEEBURGER
Éxito,850,2025-04-16,22851,572.07,32.0,X12,410,Error de autenticación,1627.79,OFTP,VAN,Alta,Documento parcialmente transmitido,No,Sí,SEEBURGER
Éxito,856,2025-01-31,1866,577.22,43.0,EDIFACT,R/3,Desincronización de reloj,1618.05,API,SAP,Baja,Duplicado,No,Sí,LEGACY
Éxito,850,2025-10-19,25936,391.7,20.0,EDIFACT,S4HANA,Timeout,615.78,AS2,WEBEDI,Baja,Error de autenticación,No,Sí,EPICOR
Éxito,830,2025-06-29,17394,378.42,35.0,EDIFACT,S4HANA,Desincronización de reloj,1021.13,FTPS,WEBEDI,Media,Falta un campo mandatorio,Sí,No,VAN
Falla,830,2025-09-30,17367,561.94,43.0,X12,S4HANA,Formato inválido,1475.16,API,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL
Éxito,830,2025-05-24,2157,,3.0,EDIFACT,S4HANA,Formato inválido,658.46,API,WEBEDI,Media,Fallo en unidades de medida,No,Sí,SAP
Falla,856,2025-11-02,9853,563.45,18.0,EDIFACT,R/3,Error de autenticación,1699.88,OFTP,Legacy,Baja,Mal encoding,Sí,Sí,VAN
Falla,862,2025-10-03,16597,643.58,35.0,X12,ECC6.0,Desincronización de reloj,1755.66,API,Legacy,Alta,Certificado expirado,No,Sí,LEGACY
Éxito,856,2025-03-28,26251,434.39,10.0,X12,S4HANA,,776.3,SFTP,Legacy,Media,Duplicado,No,Sí,SEEBURGER
Éxito,850,2025-06-15,16948,447.78,,EDIFACT,SAP PI,Desincronización de reloj,1416.2,AS2,SAP,Baja,Desincronización de reloj,No,Sí,SEEBURGER
Falla,862,2025-12-27,21355,297.38,30.0,X12,410,Timeout,1035.43,AS2,Legacy,Alta,Certificado expirado,No,Sí,VAN
Éxito,862,2025-05-30,21945,,26.0,X12,410,Sin respuesta,1138.15,AS2,SAP,Media,Duplicado,No,Sí,EPICOR
Éxito,850,2025-05-29,23484,713.04,30.0,EDIFACT,S4HANA,Formato inválido,746.33,API,VAN,Alta,Falta un campo mandatorio,No,Sí,VAN
Falla,862,2025-10-21,18429,375.31,31.0,X12,410,Desincronización de reloj,1323.38,API,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Falla,810,2025-05-17,32697,,4.0,EDIFACT,410,Formato inválido,1309.75,API,WEBEDI,Alta,Formato no soportado,No,Sí,SEEBURGER
Falla,850,2025-09-21,13547,633.55,24.0,EDIFACT,R/3,Formato inválido,1091.83,AS2,Legacy,Alta,Error de autenticación,No,Sí,SIMTEL
Éxito,850,2025-12-14,7927,578.4,1.0,EDIFACT,410,Timeout,1640.74,API,SAP,Baja,Desincronización de reloj,No,Sí,EPICOR
Falla,810,2025-02-18,3262,439.45,26.0,EDIFACT,R/3,Formato inválido,1819.09,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,VAN
Éxito,856,2025-03-11,2457,475.66,49.0,X12,410,Sin respuesta,1142.86,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,No,EPICOR
Falla,856,2025-07-30,26528,555.24,29.0,X12,R/3,Formato inválido,843.93,API,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL
Falla,856,2025-01-31,26061,552.31,38.0,EDIFACT,410,Timeout,599.43,AS2,SAP,Alta,Desincronización de reloj,No,Sí,EPICOR
Falla,862,2025-05-22,25676,474.95,36.0,X12,SAP PI,Error de autenticación,1734.62,AS2,SAP,Baja,Desincronización de reloj,Sí,No,EPICOR
Éxito,810,2025-12-02,9774,546.04,9.0,X12,,Timeout,1100.24,SFTP,SAP,Alta,Documento parcialmente transmitido,No,Sí,EPICOR
Éxito,850,2025-03-06,19121,463.89,42.0,X12,,Timeout,1206.96,API,SAP,Baja,Duplicado,Sí,No,SAP
Falla,850,2025-12-26,22796,488.74,,EDIFACT,SAP PI,Desincronización de reloj,1019.92,AS2,Legacy,Media,Duplicado,No,Sí,SEEBURGER
Falla,850,2025-03-09,16356,479.72,37.0,X12,ECC6.0,Desincronización de reloj,1008.91,API,Legacy,Baja,Certificado expirado,Sí,Sí,VAN
Falla,862,2025-05-08,24162,609.48,40.0,X12,ECC6.0,Error de autenticación,1372.79,AS2,SAP,Baja,Desincronización de reloj,No,Sí,SAP
Éxito,862,2025-03-16,18331,357.15,18.0,X12,SAP PI,Sin respuesta,1152.22,OFTP,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,VAN
Falla,856,2025-12-31,20050,564.99,24.0,EDIFACT,S4HANA,Formato inválido,703.33,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,LEGACY
Éxito,862,2025-06-14,19504,535.93,40.0,X12,S4HANA,Timeout,1283.99,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SAP
Falla,856,2025-05-07,19678,273.08,18.0,X12,R/3,Error de autenticación,921.86,API,Legacy,Media,Mal encoding,Sí,No,SEEBURGER
Falla,856,2025-12-13,29391,,39.0,EDIFACT,S4HANA,Sin respuesta,1414.34,API,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,EPICOR
Falla,850,2025-07-21,14537,599.58,8.0,X12,R/3,Formato inválido,1053.99,AS2,SAP,Baja,Formato no soportado,Sí,No,VAN
Falla,862,2025-09-08,10866,459.48,39.0,X12,SAP PI,Desincronización de reloj,952.62,FTPS,SAP,Baja,Duplicado,No,Sí,SEEBURGER
Falla,856,2025-03-14,7506,548.48,11.0,EDIFACT,S4HANA,Error de autenticación,1007.94,OFTP,WEBEDI,Alta,Documento parcialmente transmitido,Sí,Sí,SEEBURGER
Falla,810,2025-10-23,15345,526.76,43.0,X12,S4HANA,Timeout,694.06,AS2,Legacy,Alta,Formato no soportado,Sí,No,LEGACY
Éxito,810,2025-11-20,2146,723.19,35.0,EDIFACT,410,Error de autenticación,1383.55,API,VAN,Alta,Falta un campo mandatorio,Sí,No,LEGACY
Falla,862,2025-05-18,1879,550.24,24.0,EDIFACT,410,Formato inválido,1698.37,AS2,SAP,Baja,Certificado expirado,Sí,No,VAN
Éxito,850,2025-11-18,20540,510.58,13.0,X12,ECC6.0,Timeout,1397.68,OFTP,Legacy,Media,Falta un campo mandatorio,No,Sí,VAN
Falla,850,2025-08-01,8610,609.49,31.0,X12,410,Timeout,1196.7,API,Legacy,Alta,Formato no soportado,No,Sí,SEEBURGER
Falla,856,2025-07-12,32745,660.77,30.0,EDIFACT,SAP PI,Sin respuesta,1174.11,API,WEBEDI,Alta,Desincronización de reloj,No,Sí,VAN
Éxito,862,2025-08-20,21469,707.2,29.0,EDIFACT,R/3,Timeout,1073.85,API,SAP,Baja,Fallo en unidades de medida,Sí,Sí,SIMTEL
Falla,810,2025-02-08,13426,440.24,42.0,X12,R/3,Formato inválido,859.69,API,SAP,Media,Error de autenticación,No,Sí,LEGACY
Éxito,856,2025-11-21,19025,542.98,6.0,X12,410,Formato inválido,1550.35,AS2,SAP,Media,Desincronización de reloj,Sí,Sí,SEEBURGER
Éxito,856,2025-02-17,21620,437.88,3.0,X12,410,Formato inválido,1052.38,AS2,SAP,Baja,Falta un campo mandatorio,No,Sí,LEGACY
Falla,830,2025-07-26,16412,732.12,28.0,EDIFACT,R/3,Timeout,1192.28,API,Legacy,Baja,Error de autenticación,No,Sí,VAN
Éxito,862,2025-09-21,31109,504.73,10.0,X12,ECC6.0,Desincronización de reloj,1750.59,AS2,SAP,Media,Documento parcialmente transmitido,No,Sí,SIMTEL
Éxito,856,2025-05-23,28090,595.71,,EDIFACT,S4HANA,Error de autenticación,1111.36,API,SAP,Alta,Desincronización de reloj,No,Sí,SEEBURGER
Falla,810,2025-12-22,18546,483.46,1.0,EDIFACT,ECC6.0,Formato inválido,1297.63,AS2,SAP,Baja,Documento parcialmente transmitido,No,Sí,SEEBURGER
Éxito,830,2025-07-08,23321,549.91,12.0,X12,,Sin respuesta,1933.53,FTPS,SAP,Baja,Error de autenticación,Sí,No,SEEBURGER
Falla,810,2025-08-21,14664,319.42,36.0,EDIFACT,SAP PI,Sin respuesta,1051.54,API,SAP,Media,Falta un campo mandatorio,Sí,Sí,VAN
Falla,850,2025-09-07,26088,604.02,32.0,EDIFACT,S4HANA,Timeout,1496.72,AS2,VAN,Baja,Falta un campo mandatorio,Sí,Sí,SAP
Falla,830,2025-06-17,23094,630.26,11.0,X12,S4HANA,Timeout,1090.89,OFTP,SAP,Baja,Formato no soportado,Sí,No,SAP
Falla,830,2025-10-25,1888,440.74,1.0,EDIFACT,ECC6.0,Sin respuesta,1530.96,FTPS,SAP,Alta,Documento parcialmente transmitido,No,Sí,EPICOR
Éxito,856,2025-01-02,32303,319.01,48.0,EDIFACT,,Timeout,1392.1,API,SAP,Media,Documento parcialmente transmitido,Sí,Sí,SIMTEL
Falla,850,2025-02-17,20908,648.29,6.0,EDIFACT,,Sin respuesta,1980.67,AS2,SAP,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER
Falla,856,2025-08-23,29910,635.6,27.0,X12,ECC6.0,Error de autenticación,733.69,AS2,SAP,Media,Error de autenticación,No,Sí,LEGACY
Éxito,862,2025-11-22,11612,579.1,15.0,EDIFACT,ECC6.0,Desincronización de reloj,1021.34,API,SAP,Baja,Desincronización de reloj,Sí,Sí,EPICOR
Falla,810,2025-12-07,14184,481.49,10.0,X12,R/3,Formato inválido,891.87,OFTP,Legacy,Baja,Falta un campo mandatorio,Sí,No,LEGACY
Falla,810,2025-12-24,28669,471.99,24.0,EDIFACT,ECC6.0,Error de autenticación,1157.93,API,Legacy,Alta,Error de autenticación,No,Sí,EPICOR
Éxito,856,2025-07-03,28785,633.4,8.0,EDIFACT,SAP PI,Timeout,1479.98,API,Legacy,Alta,Error de autenticación,Sí,No,VAN
Éxito,810,2025-02-02,22620,467.92,17.0,X12,R/3,Error de autenticación,652.85,OFTP,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,EPICOR
Éxito,810,2025-10-01,26176,,24.0,EDIFACT,410,Desincronización de reloj,1348.02,AS2,SAP,Media,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,862,2025-07-23,30629,499.47,13.0,X12,ECC6.0,Sin respuesta,1221.47,API,SAP,Alta,Fallo en unidades de medida,Sí,Sí,LEGACY
Éxito,850,2025-04-22,15811,532.79,9.0,X12,S4HANA,,1157.64,API,SAP,Media,Formato no soportado,No,Sí,EPICOR
Éxito,830,2025-08-08,16710,489.27,6.0,EDIFACT,S4HANA,Sin respuesta,1136.59,API,SAP,Baja,Fallo en unidades de medida,No,Sí,VAN
Éxito,856,2025-04-19,30153,500.97,29.0,X12,R/3,Timeout,852.8,AS2,Legacy,Media,Error de autenticación,No,Sí,LEGACY
Falla,856,2025-09-11,24356,679.15,23.0,X12,S4HANA,,2083.26,API,Legacy,Media,Error de autenticación,Sí,Sí,SIMTEL
Éxito,862,2025-05-18,4272,552.47,22.0,EDIFACT,S4HANA,Desincronización de reloj,556.38,AS2,VAN,Baja,Error de autenticación,Sí,No,LEGACY
Éxito,862,2025-06-15,5670,538.27,21.0,X12,410,Timeout,1193.47,API,SAP,Baja,Documento parcialmente transmitido,No,Sí,SIMTEL
Éxito,830,2025-05-26,25148,582.18,17.0,EDIFACT,S4HANA,Formato inválido,1298.27,OFTP,SAP,Baja,Formato no soportado,No,Sí,EPICOR
Falla,850,2025-06-22,24120,388.12,34.0,EDIFACT,R/3,Sin respuesta,1332.43,AS2,Legacy,Baja,Desincronización de reloj,Sí,No,SAP
Falla,856,2025-10-08,28454,601.76,26.0,EDIFACT,R/3,Error de autenticación,1521.18,OFTP,SAP,Alta,Falta un campo mandatorio,No,Sí,LEGACY
Éxito,862,2025-10-23,11556,530.29,25.0,EDIFACT,SAP PI,Error de autenticación,1258.53,API,WEBEDI,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER
Éxito,856,2025-03-08,5520,438.29,48.0,X12,ECC6.0,Error de autenticación,1700.57,FTPS,VAN,Media,Formato no soportado,Sí,Sí,LEGACY
Éxito,810,2025-10-17,22155,490.38,38.0,EDIFACT,ECC6.0,,942.25,API,WEBEDI,Media,Mal encoding,No,Sí,SAP
Falla,856,2025-09-06,7357,553.32,3.0,X12,ECC6.0,,1485.99,API,SAP,Baja,Error de autenticación,Sí,Sí,SEEBURGER
Falla,850,2025-06-25,16151,508.62,3.0,EDIFACT,R/3,Timeout,1017.8,AS2,VAN,Media,Formato no soportado,Sí,No,SAP
Éxito,850,2025-12-16,29835,608.62,14.0,EDIFACT,S4HANA,Sin respuesta,961.71,API,SAP,Media,Documento parcialmente transmitido,Sí,Sí,LEGACY
Falla,856,2025-01-25,17428,424.85,42.0,EDIFACT,ECC6.0,Formato inválido,1432.29,AS2,VAN,Alta,Duplicado,No,Sí,SEEBURGER
Éxito,810,2025-01-24,30669,387.49,10.0,EDIFACT,S4HANA,Error de autenticación,1010.35,AS2,VAN,Alta,Formato no soportado,No,Sí,SAP
Falla,850,2025-02-20,31465,423.8,2.0,EDIFACT,S4HANA,Timeout,8.76,SFTP,WEBEDI,Media,Mal encoding,No,Sí,LEGACY
Falla,862,2025-11-17,14216,459.03,,X12,SAP PI,Formato inválido,1386.79,API,Legacy,Baja,Duplicado,No,Sí,EPICOR
Éxito,856,2025-08-24,17919,513.42,14.0,EDIFACT,ECC6.0,Desincronización de reloj,1146.12,API,SAP,Baja,Duplicado,Sí,No,EPICOR
Éxito,810,2025-01-09,28243,466.85,49.0,X12,R/3,,1712.57,SFTP,SAP,Alta,Fallo en unidades de medida,No,Sí,SEEBURGER
Éxito,862,2025-03-05,15183,,17.0,EDIFACT,R/3,Sin respuesta,1350.84,API,SAP,Media,Falta un campo mandatorio,Sí,No,VAN
Éxito,856,2025-03-22,16761,364.69,10.0,X12,SAP PI,Error de autenticación,1276.85,AS2,Legacy,Baja,Falta un campo mandatorio,No,Sí,LEGACY
Falla,810,2025-08-14,13332,372.16,35.0,X12,ECC6.0,Timeout,1461.44,AS2,Legacy,Baja,Certificado expirado,No,Sí,LEGACY
Falla,862,2025-08-22,13665,471.17,49.0,EDIFACT,,Timeout,1038.54,AS2,SAP,Baja,Certificado expirado,No,Sí,LEGACY
Falla,850,2025-01-01,9119,418.89,45.0,X12,ECC6.0,Desincronización de reloj,1745.98,API,SAP,Media,Duplicado,Sí,Sí,SAP
Éxito,856,2025-08-08,4881,461.62,27.0,X12,R/3,Desincronización de reloj,1206.3,AS2,SAP,Alta,Documento parcialmente transmitido,Sí,Sí,SAP
Falla,856,2025-04-14,23361,632.75,48.0,X12,R/3,Desincronización de reloj,1071.93,AS2,Legacy,Baja,Mal encoding,Sí,Sí,EPICOR
Éxito,850,2025-12-19,25428,383.03,3.0,EDIFACT,,Sin respuesta,1425.41,API,SAP,Media,Mal encoding,Sí,No,EPICOR
Falla,830,2025-03-09,16664,529.96,47.0,X12,S4HANA,Error de autenticación,1356.73,API,VAN,Media,Formato no soportado,No,Sí,VAN
Éxito,862,2025-11-29,21061,381.52,25.0,EDIFACT,R/3,Desincronización de reloj,1059.6,AS2,SAP,Media,Fallo en unidades de medida,No,Sí,EPICOR
Éxito,850,2025-06-04,16226,366.51,7.0,EDIFACT,ECC6.0,Error de autenticación,1429.89,AS2,SAP,Media,Mal encoding,Sí,Sí,SAP
Falla,856,2025-03-23,9868,537.13,13.0,EDIFACT,S4HANA,Error de autenticación,1013.57,API,Legacy,Alta,Formato no soportado,Sí,Sí,VAN
Éxito,862,2025-05-21,20038,567.49,39.0,EDIFACT,ECC6.0,Desincronización de reloj,1341.0,API,VAN,Media,Duplicado,Sí,Sí,SAP
Éxito,862,2025-02-17,6188,578.9,43.0,X12,410,Error de autenticación,723.63,API,Legacy,Alta,Desincronización de reloj,No,Sí,SAP
Falla,830,2025-12-02,14975,611.1,46.0,EDIFACT,410,Timeout,1234.73,AS2,SAP,Alta,Certificado expirado,Sí,No,SIMTEL
Éxito,856,2025-07-04,14702,482.27,25.0,X12,S4HANA,Error de autenticación,972.73,OFTP,VAN,Media,Fallo en unidades de medida,Sí,No,EPICOR
Éxito,810,2025-05-09,31463,527.5,43.0,EDIFACT,R/3,Error de autenticación,895.54,SFTP,Legacy,Media,Documento parcialmente transmitido,Sí,Sí,EPICOR
Éxito,830,2025-02-12,3087,461.46,29.0,EDIFACT,,Timeout,878.28,API,SAP,Alta,Fallo en unidades de medida,No,Sí,SAP
Falla,830,2025-07-10,9557,629.29,19.0,EDIFACT,S4HANA,Timeout,824.89,AS2,SAP,Baja,Certificado expirado,No,Sí,EPICOR
Falla,810,2025-12-07,15091,408.87,39.0,X12,ECC6.0,Formato inválido,1277.09,AS2,SAP,Alta,Error de autenticación,No,Sí,LEGACY
Éxito,810,2025-11-29,6923,550.08,22.0,X12,410,Formato inválido,1370.54,FTPS,SAP,Media,Desincronización de reloj,No,Sí,SEEBURGER
Falla,830,2025-03-26,21543,393.48,2.0,EDIFACT,R/3,,1354.95,FTPS,SAP,Baja,Duplicado,Sí,Sí,VAN
Éxito,862,2025-01-27,29079,511.0,22.0,EDIFACT,R/3,Sin respuesta,965.37,API,SAP,Baja,Duplicado,No,Sí,SAP
Éxito,850,2025-07-22,2453,339.36,35.0,X12,410,Error de autenticación,1199.72,API,SAP,Baja,Falta un campo mandatorio,Sí,Sí,SIMTEL
Éxito,850,2025-11-17,31033,522.66,34.0,X12,S4HANA,Error de autenticación,1313.13,API,SAP,Alta,Formato no soportado,No,Sí,EPICOR
Éxito,830,2025-06-06,24155,697.41,5.0,X12,,Sin respuesta,1579.03,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,SIMTEL
Éxito,862,2025-12-25,6866,444.13,27.0,EDIFACT,S4HANA,Desincronización de reloj,1880.26,AS2,SAP,Alta,Mal encoding,Sí,No,SEEBURGER
Falla,810,2025-04-30,20756,475.77,18.0,X12,R/3,Error de autenticación,1002.85,API,Legacy,Media,Falta un campo mandatorio,No,Sí,SIMTEL
Éxito,830,2025-08-08,14022,586.67,48.0,X12,ECC6.0,Formato inválido,1444.53,OFTP,SAP,Baja,Duplicado,Sí,Sí,LEGACY
Falla,856,2025-12-02,12407,504.46,3.0,EDIFACT,SAP PI,Error de autenticación,965.0,AS2,WEBEDI,Alta,Error de autenticación,No,Sí,SAP
Falla,862,2025-02-16,29733,622.21,47.0,X12,S4HANA,Timeout,810.19,FTPS,Legacy,Alta,Documento parcialmente transmitido,Sí,Sí,SAP
Éxito,856,2025-12-27,4479,539.36,21.0,EDIFACT,SAP PI,Error de autenticación,885.23,API,Legacy,Media,Fallo en unidades de medida,No,Sí,LEGACY
Éxito,856,2025-02-18,15251,587.55,24.0,EDIFACT,,Error de autenticación,1272.61,API,Legacy,Baja,Error de autenticación,Sí,Sí,VAN
Falla,830,2025-01-01,32357,302.23,26.0,X12,R/3,,1184.41,AS2,Legacy,Baja,Fallo en unidades de medida,Sí,Sí,LEGACY
Falla,862,2025-04-20,11502,509.2,20.0,X12,SAP PI,Formato inválido,1380.08,API,Legacy,Media,Certificado expirado,No,Sí,SAP
Falla,856,2025-09-02,32776,389.22,13.0,X12,S4HANA,Timeout,413.12,FTPS,SAP,Alta,Desincronización de reloj,Sí,Sí,SAP
Éxito,862,2025-02-09,12499,460.51,6.0,EDIFACT,SAP PI,Sin respuesta,1229.53,AS2,VAN,Baja,Desincronización de reloj,No,Sí,EPICOR
Falla,850,2025-03-09,31345,543.21,26.0,EDIFACT,410,Formato inválido,941.91,SFTP,SAP,Baja,Fallo en unidades de medida,Sí,No,LEGACY
Éxito,856,2025-10-31,13844,477.04,48.0,EDIFACT,ECC6.0,Error de autenticación,533.26,AS2,Legacy,Alta,Desincronización de reloj,Sí,Sí,SAP
Éxito,856,2025-04-26,13452,421.58,43.0,X12,410,Timeout,1021.23,SFTP,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER
Éxito,862,2025-09-23,16192,625.42,30.0,X12,ECC6.0,Timeout,1069.21,AS2,SAP,Baja,Duplicado,Sí,Sí,LEGACY
Falla,850,2025-12-15,13021,600.72,14.0,EDIFACT,ECC6.0,Formato inválido,1758.79,AS2,WEBEDI,Media,Falta un campo mandatorio,Sí,Sí,SAP
Éxito,856,2025-08-16,20855,362.81,47.0,X12,R/3,Timeout,998.37,OFTP,SAP,Media,Falta un campo mandatorio,Sí,Sí,SAP
Éxito,830,2025-01-05,6409,,37.0,EDIFACT,ECC6.0,Sin respuesta,960.71,OFTP,Legacy,Baja,Formato no soportado,No,Sí,VAN
Éxito,862,2025-01-05,12827,517.02,38.0,EDIFACT,ECC6.0,Desincronización de reloj,1112.37,AS2,SAP,Alta,Fallo en unidades de medida,Sí,Sí,VAN
Éxito,862,2025-12-23,32022,523.58,30.0,EDIFACT,S4HANA,Error de autenticación,1897.34,AS2,SAP,Media,Formato no soportado,No,Sí,SEEBURGER
Éxito,856,2025-06-25,3460,655.55,15.0,X12,410,Sin respuesta,1894.16,API,SAP,Media,Error de autenticación,No,Sí,LEGACY
Falla,850,2025-03-03,6683,515.49,19.0,EDIFACT,SAP PI,Timeout,1056.72,AS2,SAP,Media,Duplicado,Sí,Sí,SIMTEL
Éxito,856,2025-08-05,2306,571.42,11.0,X12,,Desincronización de reloj,897.67,API,SAP,Alta,Documento parcialmente transmitido,No,Sí,SIMTEL
Éxito,810,2025-12-22,4601,521.4,20.0,X12,ECC6.0,Error de autenticación,1284.69,SFTP,Legacy,Media,Duplicado,Sí,Sí,SAP
Falla,856,2025-03-09,3076,521.95,25.0,EDIFACT,S4HANA,Sin respuesta,1029.1,SFTP,VAN,Alta,Falta un campo mandatorio,No,Sí,EPICOR
Éxito,810,2025-09-02,13423,407.47,38.0,X12,ECC6.0,Formato inválido,1748.26,FTPS,WEBEDI,Media,Duplicado,Sí,No,EPICOR
