Estatus,Transacción,Fecha de Transmisión,Proveedor,Tamaño del Archivo (KB),Número de Documentos,Estándar,Versión del Cliente,Tipo de Error,Tiempo de Procesamiento (ms),Canal de Transmisión,Sistema Receptor,Prioridad del Mensaje,Causa de la Falla,Detectado,Reportado por Cliente Final,Sistema Transmisor,multa,retrabajo (hrs)
Éxito,830,2025-01-28,31490,234.61,34.0,X12,ECC6.0,Sin respuesta,851.34,SFTP,Legacy,Baja,Error de autenticación,Sí,No,SAP,0.0,0.0
Éxito,862,2025-02-20,26006,510.71,75.0,EDIFACT,R/3,Sin respuesta,1853.23,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,Sí,SAP,0.0,0.0
Éxito,810,2025-08-12,7060,269.68,39.0,X12,S4HANA,,978.6,SFTP,Legacy,Media,Documento parcialmente transmitido,Sí,No,VAN,0.0,0.0
Éxito,830,2025-04-29,7427,500.63,73.0,X12,ECC6.0,Sin respuesta,1816.66,FTPS,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-06-24,17676,465.16,68.0,EDIFACT,410,Error de autenticación,1687.95,AS2,SAP,Baja,Documento parcialmente transmitido,No,Sí,SAP,0.0,0.0
Éxito,862,2025-11-06,13155,525.59,77.0,EDIFACT,ECC6.0,Formato inválido,1907.23,AS2,SAP,Baja,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Falla,810,2025-11-11,32536,573.74,84.0,EDIFACT,SAP PI,Timeout,,AS2,Legacy,Baja,Mal encoding,Sí,Sí,SEEBURGER,252.0,4.2
Falla,830,2025-11-01,15492,577.34,84.0,X12,SAP PI,Formato inválido,2095.02,API,Legacy,Media,Mal encoding,No,Sí,SEEBURGER,252.0,4.2
Falla,830,2025-07-23,12772,583.44,85.0,X12,R/3,Error de autenticación,2117.15,AS2,Legacy,Alta,Mal encoding,No,Sí,LEGACY,255.0,4.25
Éxito,856,2025-06-17,9176,543.52,79.0,X12,ECC6.0,Timeout,1972.29,FTPS,SAP,Alta,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Éxito,862,2025-01-16,10840,424.63,62.0,EDIFACT,R/3,Formato inválido,1540.87,AS2,SAP,Baja,Duplicado,Sí,No,SEEBURGER,0.0,0.0
Éxito,830,2025-11-21,29520,564.44,83.0,X12,410,Error de autenticación,2048.21,API,Legacy,Media,Falta un campo mandatorio,No,Sí,EPICOR,0.0,0.0
Éxito,810,2025-08-19,21141,548.49,80.0,X12,SAP PI,Desincronización de reloj,1990.33,API,SAP,Alta,Falta un campo mandatorio,Sí,No,LEGACY,0.0,0.0
Éxito,856,2025-09-09,4095,519.01,76.0,EDIFACT,,Sin respuesta,1883.35,SFTP,Legacy,Baja,Duplicado,Sí,No,SAP,0.0,0.0
Éxito,862,2025-04-27,5157,332.51,49.0,EDIFACT,410,Desincronización de reloj,1206.59,API,SAP,Media,Mal encoding,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-07-02,11241,393.69,58.0,EDIFACT,ECC6.0,Desincronización de reloj,1428.6,AS2,SAP,Baja,Duplicado,Sí,No,SIMTEL,0.0,0.0
Éxito,830,2025-10-11,19971,428.12,63.0,EDIFACT,SAP PI,Formato inválido,1553.54,OFTP,Legacy,Media,Duplicado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-07-12,4656,390.13,57.0,X12,S4HANA,Error de autenticación,1415.68,AS2,SAP,Baja,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-08-10,25073,483.57,71.0,EDIFACT,410,Sin respuesta,1754.75,SFTP,,Alta,Formato no soportado,Sí,No,LEGACY,0.0,0.0
Éxito,856,2025-04-06,24281,407.14,60.0,X12,,Error de autenticación,1477.41,API,Legacy,Media,Mal encoding,Sí,Sí,SEEBURGER,0.0,0.0
Falla,810,2025-12-15,28427,586.63,86.0,EDIFACT,410,Timeout,2128.73,API,Legacy,Media,Mal encoding,No,Sí,VAN,258.0,4.3
Éxito,862,2025-10-27,2479,460.13,67.0,X12,ECC6.0,Formato inválido,1669.69,SFTP,VAN,Alta,Mal encoding,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-12-05,11998,388.43,57.0,EDIFACT,SAP PI,Desincronización de reloj,1409.51,FTPS,,Baja,Duplicado,No,Sí,SAP,0.0,0.0
Éxito,856,2025-07-14,13576,407.73,60.0,EDIFACT,SAP PI,Sin respuesta,,AS2,SAP,Alta,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Éxito,810,2025-02-13,20932,506.84,74.0,X12,SAP PI,Sin respuesta,1839.19,AS2,SAP,Alta,Fallo en unidades de medida,No,Sí,LEGACY,0.0,0.0
Éxito,850,2025-11-13,4090,471.78,69.0,EDIFACT,S4HANA,Sin respuesta,1711.97,API,WEBEDI,Alta,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Éxito,830,2025-06-01,19891,504.18,74.0,EDIFACT,SAP PI,Timeout,1829.54,API,WEBEDI,Alta,Error de autenticación,Sí,No,VAN,0.0,0.0
Éxito,862,2025-05-07,24668,475.34,,X12,410,Desincronización de reloj,1724.89,AS2,Legacy,Media,Error de autenticación,Sí,No,LEGACY,0.0,0.0
Falla,856,2025-02-07,7443,671.8,98.0,EDIFACT,SAP PI,Sin respuesta,2437.79,AS2,SAP,Baja,Error de autenticación,Sí,Sí,SIMTEL,294.0,4.9
Falla,810,2025-02-12,20484,585.66,86.0,EDIFACT,S4HANA,Error de autenticación,2125.21,OFTP,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,VAN,258.0,4.3
Éxito,830,2025-05-18,4009,413.99,61.0,X12,S4HANA,Sin respuesta,1502.26,AS2,,Alta,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-03-20,14012,305.43,45.0,EDIFACT,ECC6.0,,,OFTP,WEBEDI,Media,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-07-14,28216,464.0,68.0,X12,410,Sin respuesta,1683.74,API,SAP,Media,Desincronización de reloj,No,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-12-31,26356,386.29,56.0,EDIFACT,R/3,Timeout,1401.75,AS2,SAP,Media,Formato no soportado,No,Sí,VAN,0.0,0.0
Éxito,850,2025-11-21,19078,327.15,48.0,EDIFACT,410,Desincronización de reloj,1187.14,AS2,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-03-20,7416,563.84,82.0,EDIFACT,R/3,Error de autenticación,2046.03,API,SAP,Baja,Desincronización de reloj,Sí,No,EPICOR,0.0,0.0
Éxito,830,2025-07-19,27834,498.96,73.0,X12,410,Formato inválido,1810.6,OFTP,VAN,Baja,Duplicado,Sí,No,EPICOR,0.0,0.0
Falla,856,2025-06-12,3546,612.25,89.0,EDIFACT,SAP PI,,,AS2,Legacy,Alta,Certificado expirado,Sí,No,LEGACY,267.0,4.45
Éxito,810,2025-07-04,25681,492.61,72.0,X12,R/3,Desincronización de reloj,1787.55,API,VAN,Baja,Error de autenticación,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-02-24,9940,478.14,70.0,X12,410,Timeout,1735.05,API,SAP,Alta,Fallo en unidades de medida,Sí,No,VAN,0.0,0.0
Éxito,850,2025-02-16,11077,372.54,54.0,X12,ECC6.0,Error de autenticación,1351.85,AS2,SAP,Baja,Documento parcialmente transmitido,Sí,No,EPICOR,0.0,0.0
Éxito,862,2025-01-03,11065,437.4,64.0,EDIFACT,S4HANA,Desincronización de reloj,1587.21,API,WEBEDI,Baja,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,810,2025-06-07,12606,320.56,47.0,EDIFACT,410,Sin respuesta,1163.23,AS2,Legacy,Media,Documento parcialmente transmitido,Sí,No,VAN,0.0,0.0
Falla,810,2025-08-16,25487,603.89,88.0,EDIFACT,410,Desincronización de reloj,2191.36,API,SAP,Media,Formato no soportado,Sí,No,EPICOR,264.0,4.4
Éxito,856,2025-07-04,17266,368.32,,EDIFACT,S4HANA,Timeout,1336.54,API,,Alta,Falta un campo mandatorio,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-05-19,21557,522.07,76.0,X12,,Formato inválido,1894.46,AS2,Legacy,Media,Error de autenticación,No,Sí,SAP,0.0,0.0
Éxito,810,2025-02-22,32298,475.33,69.0,X12,R/3,Timeout,1724.85,OFTP,WEBEDI,Alta,Mal encoding,No,Sí,EPICOR,0.0,0.0
Éxito,862,2025-03-09,16294,538.87,79.0,EDIFACT,,Formato inválido,1955.42,API,Legacy,Alta,Desincronización de reloj,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-02-14,16422,503.45,74.0,X12,SAP PI,Sin respuesta,1826.89,API,VAN,Alta,Mal encoding,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-04-06,8682,367.72,54.0,X12,SAP PI,Error de autenticación,1334.36,FTPS,,Baja,Fallo en unidades de medida,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-08-09,1545,466.73,68.0,EDIFACT,,Timeout,1693.64,AS2,Legacy,Alta,Fallo en unidades de medida,No,Sí,SIMTEL,0.0,0.0
Falla,856,2025-08-18,19970,626.68,92.0,EDIFACT,,Error de autenticación,2274.06,OFTP,SAP,Alta,Documento parcialmente transmitido,No,Sí,SIMTEL,276.0,4.6
Éxito,856,2025-10-13,6012,417.68,61.0,X12,R/3,Timeout,1515.65,AS2,VAN,Media,Desincronización de reloj,Sí,No,LEGACY,0.0,0.0
Falla,856,2025-10-12,24273,615.75,90.0,EDIFACT,ECC6.0,Error de autenticación,2234.4,AS2,Legacy,Baja,Mal encoding,Sí,No,SEEBURGER,270.0,4.5
Éxito,830,2025-09-20,16922,566.16,83.0,EDIFACT,SAP PI,Formato inválido,2054.45,AS2,,Baja,Mal encoding,No,Sí,VAN,0.0,0.0
Éxito,856,2025-07-28,28617,513.93,75.0,X12,S4HANA,Desincronización de reloj,1864.92,API,Legacy,Baja,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-02-22,9276,426.07,62.0,X12,SAP PI,Desincronización de reloj,1546.1,OFTP,SAP,Baja,Desincronización de reloj,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-01-14,28447,527.25,77.0,X12,410,,1913.25,API,Legacy,Alta,Error de autenticación,Sí,No,SAP,0.0,0.0
Éxito,850,2025-02-15,23256,448.97,66.0,EDIFACT,SAP PI,Formato inválido,1629.2,API,WEBEDI,Baja,Duplicado,Sí,No,LEGACY,0.0,0.0
Falla,810,2025-07-01,12208,610.46,89.0,X12,S4HANA,Sin respuesta,2215.2,API,SAP,Baja,Formato no soportado,No,Sí,SAP,267.0,4.45
Éxito,810,2025-10-11,14873,371.26,54.0,X12,R/3,Timeout,1347.21,OFTP,WEBEDI,Alta,Falta un campo mandatorio,No,Sí,EPICOR,0.0,0.0
Éxito,830,2025-02-17,9449,530.8,78.0,EDIFACT,S4HANA,Error de autenticación,1926.14,FTPS,,Alta,Documento parcialmente transmitido,Sí,No,VAN,0.0,0.0
Éxito,830,2025-11-03,30259,532.85,78.0,X12,S4HANA,Error de autenticación,1933.58,AS2,WEBEDI,Media,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Falla,850,2025-06-16,24108,571.78,84.0,X12,S4HANA,,2074.84,API,VAN,Media,Mal encoding,No,Sí,SAP,252.0,4.2
Éxito,850,2025-07-17,22208,411.17,60.0,EDIFACT,R/3,Error de autenticación,1492.03,API,,Baja,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,810,2025-01-07,24511,411.09,60.0,EDIFACT,410,Desincronización de reloj,,SFTP,SAP,Media,Desincronización de reloj,No,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-05-30,32011,521.54,76.0,X12,S4HANA,Sin respuesta,1892.53,SFTP,Legacy,Baja,Falta un campo mandatorio,Sí,Sí,VAN,0.0,0.0
Falla,856,2025-07-31,26699,596.46,87.0,X12,S4HANA,Timeout,2164.4,AS2,SAP,Alta,Mal encoding,Sí,Sí,EPICOR,261.0,4.35
Falla,850,2025-02-13,29458,643.79,94.0,X12,SAP PI,Sin respuesta,2336.15,AS2,SAP,Alta,Duplicado,Sí,Sí,SIMTEL,282.0,4.7
Éxito,830,2025-10-14,31779,470.0,69.0,EDIFACT,ECC6.0,Timeout,1705.51,AS2,Legacy,Baja,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Éxito,856,2025-05-05,24976,428.84,63.0,X12,S4HANA,Sin respuesta,1556.15,AS2,WEBEDI,Media,Desincronización de reloj,Sí,No,SEEBURGER,0.0,0.0
Éxito,850,2025-10-20,26561,545.43,80.0,X12,S4HANA,Formato inválido,1979.22,AS2,Legacy,Alta,Desincronización de reloj,Sí,Sí,SIMTEL,0.0,0.0
Éxito,850,2025-09-24,12580,445.38,65.0,X12,S4HANA,Formato inválido,1616.17,FTPS,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-03-28,9717,446.63,65.0,EDIFACT,,Error de autenticación,1620.7,API,VAN,Baja,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Éxito,850,2025-12-17,11507,526.0,77.0,EDIFACT,ECC6.0,Desincronización de reloj,1908.72,AS2,,Alta,Falta un campo mandatorio,Sí,Sí,SEEBURGER,0.0,0.0
Falla,862,2025-07-14,2726,593.19,87.0,X12,SAP PI,Desincronización de reloj,2152.53,API,VAN,Media,Error de autenticación,Sí,No,SAP,261.0,4.35
Éxito,810,2025-03-28,2749,530.23,78.0,EDIFACT,410,Timeout,1924.07,API,SAP,Alta,Duplicado,Sí,Sí,LEGACY,0.0,0.0
Éxito,856,2025-03-13,26855,510.83,75.0,EDIFACT,R/3,,1853.67,API,Legacy,Media,Mal encoding,No,Sí,SIMTEL,0.0,0.0
Falla,830,2025-05-18,17370,692.36,101.0,X12,S4HANA,Error de autenticación,2512.4,API,Legacy,Alta,Error de autenticación,No,Sí,VAN,300.0,5.05
Falla,850,2025-06-04,22911,569.65,83.0,X12,410,Desincronización de reloj,2067.11,API,Legacy,Media,Error de autenticación,No,Sí,SIMTEL,249.0,4.15
Éxito,810,2025-05-18,20727,466.15,68.0,EDIFACT,R/3,Formato inválido,1691.54,AS2,SAP,Media,Fallo en unidades de medida,Sí,Sí,VAN,0.0,0.0
Falla,830,2025-09-10,29777,610.27,89.0,X12,S4HANA,Formato inválido,2214.51,AS2,SAP,Media,Desincronización de reloj,No,Sí,SEEBURGER,267.0,4.45
Éxito,830,2025-03-16,7199,476.05,70.0,X12,410,Sin respuesta,1727.46,AS2,SAP,Baja,Duplicado,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-02-02,19467,560.36,82.0,EDIFACT,S4HANA,Formato inválido,2033.4,API,Legacy,Alta,Mal encoding,Sí,No,LEGACY,0.0,0.0
Éxito,810,2025-03-27,6349,554.01,81.0,X12,ECC6.0,Desincronización de reloj,2010.36,API,,Media,Documento parcialmente transmitido,No,Sí,SIMTEL,0.0,0.0
Éxito,856,2025-08-11,11406,500.27,73.0,EDIFACT,S4HANA,Sin respuesta,1815.35,API,Legacy,Alta,Falta un campo mandatorio,Sí,Sí,EPICOR,0.0,0.0
Éxito,810,2025-05-22,13284,427.58,62.0,EDIFACT,SAP PI,Timeout,1551.58,OFTP,Legacy,Alta,Error de autenticación,Sí,No,SAP,0.0,0.0
Éxito,810,2025-08-04,33427,497.24,73.0,X12,SAP PI,Error de autenticación,1804.36,AS2,Legacy,Media,Duplicado,No,Sí,SAP,0.0,0.0
Éxito,830,2025-06-03,14889,452.59,66.0,X12,S4HANA,Desincronización de reloj,1642.33,SFTP,SAP,Media,Documento parcialmente transmitido,Sí,Sí,VAN,0.0,0.0
Éxito,862,2025-09-05,30598,526.33,77.0,EDIFACT,410,,1909.92,OFTP,Legacy,Media,Mal encoding,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-02-09,4639,542.25,79.0,EDIFACT,R/3,Sin respuesta,,AS2,Legacy,Media,Falta un campo mandatorio,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-05-09,19402,533.77,78.0,X12,SAP PI,,1936.91,FTPS,Legacy,Media,Falta un campo mandatorio,Sí,No,SAP,0.0,0.0
Falla,850,2025-05-07,12425,792.53,116.0,EDIFACT,SAP PI,,,API,Legacy,Alta,Duplicado,No,Sí,EPICOR,300.0,5.8
Éxito,830,2025-11-17,6143,468.32,68.0,X12,410,Formato inválido,1699.41,API,VAN,Alta,Error de autenticación,No,Sí,EPICOR,0.0,0.0
Falla,856,2025-09-11,6697,598.89,88.0,EDIFACT,ECC6.0,Error de autenticación,,AS2,Legacy,Baja,Mal encoding,No,Sí,LEGACY,264.0,4.4
Falla,856,2025-11-01,12656,574.2,84.0,EDIFACT,,Formato inválido,2083.62,API,SAP,Alta,Desincronización de reloj,Sí,No,EPICOR,252.0,4.2
Éxito,862,2025-11-12,13556,335.77,49.0,X12,SAP PI,Error de autenticación,1218.42,API,SAP,Baja,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-04-11,21653,549.77,80.0,EDIFACT,S4HANA,Sin respuesta,1994.97,AS2,VAN,Alta,Duplicado,Sí,No,EPICOR,0.0,0.0
Éxito,862,2025-08-23,7699,415.94,61.0,X12,ECC6.0,Timeout,1509.34,OFTP,,Baja,Fallo en unidades de medida,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-02-24,9573,480.25,70.0,X12,ECC6.0,Error de autenticación,1742.7,AS2,SAP,Alta,Desincronización de reloj,Sí,No,SEEBURGER,0.0,0.0
Éxito,810,2025-03-11,17466,354.07,52.0,X12,SAP PI,Formato inválido,1284.83,API,Legacy,Alta,Documento parcialmente transmitido,Sí,No,SAP,0.0,0.0
Éxito,830,2025-06-05,11189,544.23,80.0,EDIFACT,S4HANA,Sin respuesta,1974.87,API,VAN,Media,Duplicado,Sí,No,SEEBURGER,0.0,0.0
Falla,850,2025-07-22,33491,634.53,93.0,X12,R/3,Error de autenticación,2302.55,AS2,Legacy,Alta,Error de autenticación,Sí,Sí,SIMTEL,279.0,4.65
Éxito,810,2025-06-20,23443,364.04,53.0,X12,SAP PI,Sin respuesta,1321.01,API,SAP,Baja,Fallo en unidades de medida,Sí,Sí,SEEBURGER,0.0,0.0
Falla,810,2025-11-14,11428,590.87,86.0,X12,R/3,Timeout,2144.11,SFTP,SAP,Baja,Fallo en unidades de medida,Sí,No,LEGACY,258.0,4.3
Éxito,862,2025-07-14,15560,542.14,79.0,EDIFACT,R/3,Sin respuesta,1967.29,FTPS,SAP,Baja,Falta un campo mandatorio,Sí,No,SIMTEL,0.0,0.0
Éxito,830,2025-06-18,16150,414.17,61.0,X12,,Timeout,1502.92,FTPS,Legacy,Baja,Duplicado,No,Sí,LEGACY,0.0,0.0
Éxito,862,2025-08-14,19228,345.44,,EDIFACT,,Timeout,1253.51,API,WEBEDI,Media,Formato no soportado,Sí,No,VAN,0.0,0.0
Éxito,810,2025-06-21,28344,471.01,69.0,EDIFACT,410,Formato inválido,1709.17,AS2,Legacy,Media,Formato no soportado,Sí,Sí,EPICOR,0.0,0.0
Éxito,850,2025-08-09,29992,523.67,77.0,X12,ECC6.0,Error de autenticación,1900.26,FTPS,Legacy,Baja,Error de autenticación,Sí,No,LEGACY,0.0,0.0
Éxito,830,2025-11-30,6991,393.44,58.0,EDIFACT,S4HANA,Sin respuesta,1427.69,API,WEBEDI,Baja,Mal encoding,Sí,No,SEEBURGER,0.0,0.0
Éxito,810,2025-11-01,23220,405.1,59.0,EDIFACT,ECC6.0,Timeout,1470.0,API,SAP,Alta,Falta un campo mandatorio,No,Sí,SAP,0.0,0.0
Falla,850,2025-03-11,17933,599.05,88.0,X12,S4HANA,Sin respuesta,2173.8,API,Legacy,Baja,Mal encoding,Sí,Sí,VAN,264.0,4.4
Éxito,856,2025-06-03,7417,421.85,62.0,X12,ECC6.0,Error de autenticación,1530.78,FTPS,SAP,Alta,Documento parcialmente transmitido,No,Sí,SIMTEL,0.0,0.0
Éxito,810,2025-06-14,20395,557.99,82.0,EDIFACT,SAP PI,Sin respuesta,2024.8,API,Legacy,Alta,Certificado expirado,Sí,Sí,VAN,0.0,0.0
Éxito,862,2025-12-22,24110,419.57,61.0,X12,R/3,Sin respuesta,1522.51,API,VAN,Alta,Documento parcialmente transmitido,No,Sí,EPICOR,0.0,0.0
Éxito,856,2025-04-13,13027,375.05,55.0,EDIFACT,,Timeout,1360.96,API,Legacy,Media,Formato no soportado,Sí,Sí,SAP,0.0,0.0
Falla,810,2025-09-03,21545,587.2,86.0,EDIFACT,,Formato inválido,2130.8,OFTP,VAN,Alta,Error de autenticación,No,Sí,SEEBURGER,258.0,4.3
Éxito,856,2025-06-10,3247,470.12,69.0,EDIFACT,,Desincronización de reloj,1705.94,AS2,Legacy,Baja,Formato no soportado,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-04-01,26572,456.12,,X12,S4HANA,Formato inválido,1655.14,API,WEBEDI,Media,Fallo en unidades de medida,Sí,No,EPICOR,0.0,0.0
Éxito,850,2025-06-13,2134,473.22,69.0,X12,410,Error de autenticación,1717.19,AS2,SAP,Media,Documento parcialmente transmitido,Sí,No,SEEBURGER,0.0,0.0
Éxito,856,2025-05-30,24865,527.77,77.0,X12,S4HANA,Formato inválido,1915.14,AS2,Legacy,Media,Documento parcialmente transmitido,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-12-22,14390,338.85,50.0,X12,R/3,Formato inválido,1229.6,FTPS,WEBEDI,Media,Formato no soportado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-11-21,28894,492.36,72.0,X12,S4HANA,Sin respuesta,1786.65,API,Legacy,Alta,Documento parcialmente transmitido,Sí,Sí,SAP,0.0,0.0
Éxito,862,2025-09-09,20605,411.87,60.0,X12,,Desincronización de reloj,1494.57,AS2,Legacy,Media,Fallo en unidades de medida,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,856,2025-10-22,18060,449.3,66.0,EDIFACT,R/3,Desincronización de reloj,1630.39,API,Legacy,Baja,Formato no soportado,Sí,No,SIMTEL,0.0,0.0
Éxito,862,2025-05-05,16641,443.41,65.0,X12,,Sin respuesta,1609.02,API,WEBEDI,Baja,Mal encoding,No,Sí,EPICOR,0.0,0.0
Falla,850,2025-06-16,29237,630.14,92.0,X12,R/3,Timeout,2286.62,API,Legacy,Alta,Desincronización de reloj,Sí,Sí,EPICOR,276.0,4.6
Éxito,810,2025-07-12,26715,433.69,63.0,X12,SAP PI,,1573.75,OFTP,Legacy,Baja,Desincronización de reloj,Sí,No,SAP,0.0,0.0
Éxito,830,2025-05-24,9653,446.52,65.0,EDIFACT,410,Desincronización de reloj,1620.31,AS2,Legacy,Media,Desincronización de reloj,Sí,No,SIMTEL,0.0,0.0
Falla,856,2025-07-21,17219,653.45,96.0,EDIFACT,ECC6.0,Desincronización de reloj,2371.2,FTPS,SAP,Alta,Falta un campo mandatorio,Sí,Sí,SIMTEL,288.0,4.8
Éxito,862,2025-07-06,21242,464.32,68.0,EDIFACT,ECC6.0,Error de autenticación,1684.9,AS2,Legacy,Baja,Documento parcialmente transmitido,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,810,2025-02-28,5893,437.96,64.0,X12,410,Desincronización de reloj,1589.24,API,Legacy,Media,Falta un campo mandatorio,No,Sí,VAN,0.0,0.0
Falla,850,2025-10-16,6880,610.0,89.0,EDIFACT,SAP PI,Timeout,2213.53,API,SAP,Alta,Error de autenticación,Sí,Sí,SEEBURGER,267.0,4.45
Éxito,862,2025-10-31,10167,508.77,74.0,X12,SAP PI,Timeout,1846.19,SFTP,SAP,Alta,Error de autenticación,No,Sí,SEEBURGER,0.0,0.0
Éxito,830,2025-10-07,29904,529.89,77.0,EDIFACT,ECC6.0,Desincronización de reloj,1922.83,AS2,WEBEDI,Baja,Formato no soportado,No,Sí,EPICOR,0.0,0.0
Falla,850,2025-04-03,11339,633.96,93.0,EDIFACT,R/3,Timeout,2300.48,API,SAP,Media,Falta un campo mandatorio,No,Sí,SIMTEL,279.0,4.65
Éxito,850,2025-12-16,3459,396.6,,X12,,Sin respuesta,1439.16,API,Legacy,Media,Duplicado,No,Sí,SAP,0.0,0.0
Falla,856,2025-10-09,8180,614.44,90.0,X12,ECC6.0,Desincronización de reloj,2229.64,AS2,WEBEDI,Media,Documento parcialmente transmitido,No,Sí,VAN,270.0,4.5
Éxito,830,2025-01-14,17422,350.63,51.0,EDIFACT,410,Timeout,1272.35,AS2,Legacy,Alta,Error de autenticación,Sí,Sí,EPICOR,0.0,0.0
Éxito,856,2025-08-25,14849,418.46,61.0,X12,R/3,Error de autenticación,1518.48,API,,Media,Error de autenticación,Sí,No,SAP,0.0,0.0
Éxito,850,2025-04-18,7385,485.9,71.0,EDIFACT,S4HANA,Sin respuesta,1763.21,AS2,SAP,Media,Error de autenticación,No,Sí,SIMTEL,0.0,0.0
Éxito,830,2025-08-13,13813,424.98,62.0,X12,ECC6.0,Formato inválido,1542.14,OFTP,SAP,Media,Mal encoding,No,Sí,SAP,0.0,0.0
Falla,830,2025-05-30,26425,627.1,92.0,X12,,Error de autenticación,2275.58,OFTP,VAN,Media,Duplicado,No,Sí,VAN,276.0,4.6
Éxito,830,2025-12-21,10329,552.01,81.0,EDIFACT,ECC6.0,Desincronización de reloj,2003.1,API,WEBEDI,Baja,Mal encoding,No,Sí,SAP,0.0,0.0
Éxito,810,2025-02-05,21499,498.54,73.0,X12,410,Sin respuesta,1809.07,SFTP,SAP,Baja,Formato no soportado,Sí,No,EPICOR,0.0,0.0
Éxito,810,2025-07-29,5321,412.18,60.0,EDIFACT,,Timeout,1495.69,API,SAP,Media,Falta un campo mandatorio,Sí,Sí,SIMTEL,0.0,0.0
Falla,850,2025-12-11,5823,640.14,94.0,EDIFACT,SAP PI,,2322.9,AS2,Legacy,Baja,Falta un campo mandatorio,Sí,No,SIMTEL,282.0,4.7
Éxito,830,2025-09-13,6968,509.84,75.0,X12,SAP PI,Timeout,1850.08,FTPS,Legacy,Alta,Fallo en unidades de medida,Sí,Sí,SEEBURGER,0.0,0.0
Éxito,850,2025-03-13,13826,474.92,69.0,EDIFACT,410,,1723.36,OFTP,SAP,Media,Duplicado,No,Sí,EPICOR,0.0,0.0
Éxito,810,2025-11-21,7003,486.39,71.0,X12,410,Desincronización de reloj,1764.98,API,Legacy,Media,Formato no soportado,Sí,Sí,LEGACY,0.0,0.0
Falla,810,2025-05-10,19089,613.04,90.0,EDIFACT,,Desincronización de reloj,2224.56,OFTP,SAP,Baja,Falta un campo mandatorio,No,Sí,VAN,270.0,4.5
Éxito,810,2025-12-04,28238,407.41,60.0,EDIFACT,410,Sin respuesta,1478.39,API,SAP,Alta,Fallo en unidades de medida,No,Sí,VAN,0.0,0.0
Éxito,810,2025-03-20,7950,434.77,64.0,EDIFACT,R/3,Desincronización de reloj,1577.67,FTPS,SAP,Alta,Fallo en unidades de medida,Sí,Sí,SAP,0.0,0.0
Éxito,830,2025-08-05,28256,439.76,64.0,X12,410,Sin respuesta,1595.78,AS2,Legacy,Media,Certificado expirado,Sí,Sí,SIMTEL,0.0,0.0
Éxito,862,2025-07-13,26424,531.99,78.0,EDIFACT,,Error de autenticación,1930.45,AS2,Legacy,Media,Error de autenticación,Sí,Sí,SAP,0.0,0.0
Falla,856,2025-02-07,19088,599.81,88.0,X12,S4HANA,Timeout,2176.56,API,Legacy,Alta,Falta un campo mandatorio,No,Sí,EPICOR,264.0,4.4
